사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021041900100418,2021년 4월 19일 17시,월요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,자전거,남,15세,경상,승용,여,57세,상해없음
2021041900100486,2021년 4월 19일 19시,월요일,경상남도 밀양시 부북면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,62세,중상,승용,남,52세,상해없음
2021042200100132,2021년 4월 22일 09시,목요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,48세,상해없음,자전거,남,36세,경상
2021042200100233,2021년 4월 22일 12시,목요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,보행자,남,69세,중상
2021042200100234,2021년 4월 22일 12시,목요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,남,28세,경상
2021042200100302,2021년 4월 22일 14시,목요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,여,28세,상해없음
2021042200100332,2021년 4월 22일 15시,목요일,경상남도 밀양시 삼문동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,43세,경상,승용,여,70세,경상
2021042600100354,2021년 4월 26일 15시,월요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,여,60세,중상,화물,남,43세,기타불명
2021042700100277,2021년 4월 27일 14시,화요일,경상남도 밀양시 청도면,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,68세,부상신고,농기계,남,76세,경상
2021042700100438,2021년 4월 27일 18시,화요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,보행자,남,69세,경상
2021042800100523,2021년 4월 28일 21시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,28세,경상
2021043000100040,2021년 4월 30일 05시,금요일,경상남도 밀양시 부북면,중상사고,0,1,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,건설기계,남,67세,경상,화물,남,43세,경상
2021043000100171,2021년 4월 30일 10시,금요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,60세,상해없음,이륜,남,37세,경상
2021043000100199,2021년 4월 30일 11시,금요일,경상남도 밀양시 상남면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,47세,상해없음,화물,남,34세,상해없음
2021043000100242,2021년 4월 30일 12시,금요일,경상남도 밀양시 내이동,중상사고,0,1,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,이륜,남,54세,중상,승용,여,32세,경상
2021043000100424,2021년 4월 30일 17시,금요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,29세,경상
2021050100100225,2021년 5월 1일 13시,토요일,경상남도 밀양시 상남면,중상사고,0,1,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,29세,상해없음,승용,여,76세,경상
2021050200100135,2021년 5월 2일 11시,일요일,경상남도 밀양시 내일동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,승용,여,55세,경상
2021050200100269,2021년 5월 2일 15시,일요일,경상남도 밀양시 상동면,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,원동기,남,51세,중상,승용,남,36세,상해없음
2021050200100440,2021년 5월 2일 22시,일요일,경상남도 밀양시 상남면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,33세,중상
2021050300100341,2021년 5월 3일 14시,월요일,경상남도 밀양시 하남읍,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,이륜,남,69세,중상
2021050400100087,2021년 5월 4일 08시,화요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,이륜,여,72세,중상
2021050400100168,2021년 5월 4일 11시,화요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,자전거,남,75세,경상
2021050400100189,2021년 5월 4일 12시,화요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,보행자,여,32세,중상
2021050500100288,2021년 5월 5일 14시,수요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,화물,남,79세,상해없음,승용,여,66세,경상
2021050500100367,2021년 5월 5일 16시,수요일,경상남도 밀양시 교동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,여,45세,경상
2021050600100014,2021년 5월 6일 02시,목요일,경상남도 밀양시 활성동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,보행자,남,45세,중상
2021050600100554,2021년 5월 6일 22시,목요일,경상남도 밀양시 내이동,중상사고,0,1,2,0,차대차 - 측면충돌,중앙선침범,건조,흐림,단일로 - 기타,승용,남,42세,경상,화물,남,55세,중상
2021050700100062,2021년 5월 7일 07시,금요일,경상남도 밀양시 내이동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,47세,상해없음,승용,남,40세,경상
2021050800100452,2021년 5월 8일 17시,토요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,64세,상해없음,승용,남,63세,상해없음
2021050900100173,2021년 5월 9일 12시,일요일,경상남도 밀양시 교동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,58세,경상,승용,남,28세,경상
2021050900100427,2021년 5월 9일 19시,일요일,경상남도 밀양시 교동,사망사고,1,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,61세,상해없음,보행자,남,61세,사망
2021050900100454,2021년 5월 9일 20시,일요일,경상남도 밀양시 상동면,중상사고,0,1,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,남,36세,경상
2021051000100044,2021년 5월 10일 07시,월요일,경상남도 밀양시 가곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,59세,상해없음,자전거,여,74세,중상
2021051200100378,2021년 5월 12일 16시,수요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,보행자,여,79세,중상
2021051400100668,2021년 5월 14일 21시,금요일,경상남도 밀양시 무안면,부상신고사고,0,0,0,1,차량단독 - 도로외이탈 - 추락,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,54세,부상신고,,,,
2021051500100406,2021년 5월 15일 17시,토요일,경상남도 밀양시 상동면,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,이륜,남,70세,경상
2021051700100258,2021년 5월 17일 14시,월요일,경상남도 밀양시 삼랑진읍,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,여,49세,경상,화물,남,61세,경상
2021051800100589,2021년 5월 18일 22시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,43세,경상
2021052100100274,2021년 5월 21일 14시,금요일,경상남도 밀양시 교동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,화물,남,41세,경상
2021052100100399,2021년 5월 21일 17시,금요일,경상남도 밀양시 내이동,중상사고,0,1,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,33세,상해없음,승용,남,51세,중상
2021052200100134,2021년 5월 22일 10시,토요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,승용,남,57세,경상
2021052200100275,2021년 5월 22일 14시,토요일,경상남도 밀양시 가곡동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 교량,화물,남,57세,상해없음,승용,남,47세,상해없음
2021052200100306,2021년 5월 22일 14시,토요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,34세,경상
2021052300100254,2021년 5월 23일 16시,일요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,화물,남,67세,상해없음,보행자,여,73세,경상
2021052500100481,2021년 5월 25일 18시,화요일,경상남도 밀양시 가곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,여,56세,경상
2021052600100103,2021년 5월 26일 08시,수요일,경상남도 밀양시 부북면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,이륜,남,69세,경상
2021052600100243,2021년 5월 26일 13시,수요일,경상남도 밀양시 상남면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,51세,중상,,,,
2021052700100161,2021년 5월 27일 10시,목요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,83세,상해없음,이륜,남,81세,경상
2021052900100174,2021년 5월 29일 11시,토요일,경상남도 밀양시 내일동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,원동기,남,46세,경상
2021052900100329,2021년 5월 29일 15시,토요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,63세,상해없음,원동기,남,58세,중상
2021052900100528,2021년 5월 29일 21시,토요일,경상남도 밀양시 산외면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,자전거,남,47세,중상
2021053000100236,2021년 5월 30일 15시,일요일,경상남도 밀양시 삼랑진읍,중상사고,0,4,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 터널,승합,남,65세,중상,화물,남,43세,상해없음
2021053100100112,2021년 5월 31일 09시,월요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,72세,상해없음,승용,여,49세,경상
2021053100100300,2021년 5월 31일 15시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,77세,경상,화물,남,37세,경상
2021060200100163,2021년 6월 2일 10시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,원동기,남,76세,상해없음,보행자,여,23세,경상
2021060200100422,2021년 6월 2일 17시,수요일,경상남도 밀양시 하남읍,경상사고,0,0,2,1,차대차 - 추돌,기타,건조,맑음,교차로 - 교차로안,승용,남,76세,상해없음,화물,남,59세,경상
2021060300100464,2021년 6월 3일 19시,목요일,경상남도 밀양시 삼랑진읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,50세,상해없음,보행자,여,70세,중상
2021060300100556,2021년 6월 3일 21시,목요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,32세,상해없음,보행자,여,65세,중상
2021060400100205,2021년 6월 4일 11시,금요일,경상남도 밀양시 교동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,화물,남,60세,경상
2021060500100070,2021년 6월 5일 07시,토요일,경상남도 밀양시 상동면,사망사고,1,0,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,72세,사망,승용,남,72세,상해없음
2021060600100313,2021년 6월 6일 17시,일요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,원동기,남,59세,경상
2021060800100265,2021년 6월 8일 13시,화요일,경상남도 밀양시 하남읍,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,75세,상해없음,,,,
2021060800100375,2021년 6월 8일 16시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,37세,상해없음,보행자,여,22세,경상
2021060800100411,2021년 6월 8일 17시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,54세,상해없음,이륜,남,66세,경상
2021060900100330,2021년 6월 9일 15시,수요일,경상남도 밀양시 교동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,보행자,남,15세,경상
2021061000100178,2021년 6월 10일 10시,목요일,경상남도 밀양시 청도면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,76세,상해없음,,,,
2021061100100548,2021년 6월 11일 20시,금요일,경상남도 밀양시 삼문동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,이륜,남,49세,상해없음,원동기,남,19세,부상신고
2021061200100404,2021년 6월 12일 16시,토요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,81세,중상
2021061300100090,2021년 6월 13일 10시,일요일,경상남도 밀양시 부북면,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,자전거,남,59세,중상
2021061300100472,2021년 6월 13일 23시,일요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,41세,상해없음,보행자,여,16세,경상
2021061400100013,2021년 6월 14일 02시,월요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,이륜,남,16세,경상
2021061400100205,2021년 6월 14일 11시,월요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,보행자,남,28세,경상
2021061400100558,2021년 6월 14일 21시,월요일,경상남도 밀양시 가곡동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,38세,상해없음,보행자,여,79세,경상
2021061400100559,2021년 6월 14일 21시,월요일,경상남도 밀양시 내일동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,원동기,남,37세,중상
2021061600100009,2021년 6월 16일 00시,수요일,경상남도 밀양시 교동,사망사고,2,0,0,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,화물,남,47세,상해없음,승용,남,40세,사망
2021061600100425,2021년 6월 16일 17시,수요일,경상남도 밀양시 하남읍,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,건설기계,남,54세,경상,화물,남,45세,경상
2021061700100293,2021년 6월 17일 14시,목요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,76세,상해없음,보행자,남,62세,중상
2021061900100559,2021년 6월 19일 20시,토요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,여,48세,경상
2021062000100124,2021년 6월 20일 11시,일요일,경상남도 밀양시 산외면,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61세,경상,승용,남,68세,경상
2021062000100158,2021년 6월 20일 12시,일요일,경상남도 밀양시 단장면,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,이륜,남,28세,경상
2021062100100516,2021년 6월 21일 18시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,20세,상해없음,이륜,남,52세,경상
2021062200100209,2021년 6월 22일 11시,화요일,경상남도 밀양시 하남읍,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,54세,상해없음,이륜,남,68세,중상
2021062200100281,2021년 6월 22일 13시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,74세,상해없음,승용,여,31세,경상
2021062200100282,2021년 6월 22일 13시,화요일,경상남도 밀양시 상남면,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,60세,경상,보행자,여,39세,경상
2021062200100333,2021년 6월 22일 15시,화요일,경상남도 밀양시 상남면,중상사고,0,2,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,여,49세,중상
2021062300100139,2021년 6월 23일 10시,수요일,경상남도 밀양시 부북면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,31세,상해없음,보행자,여,80세,중상
2021062300100172,2021년 6월 23일 11시,수요일,경상남도 밀양시 교동,사망사고,1,0,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,이륜,남,78세,사망
2021062500100178,2021년 6월 25일 10시,금요일,경상남도 밀양시 초동면,사망사고,1,3,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,55세,기타불명,화물,남,75세,사망
2021062500100244,2021년 6월 25일 12시,금요일,경상남도 밀양시 삼랑진읍,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,사망,,,,
2021062500100322,2021년 6월 25일 14시,금요일,경상남도 밀양시 상남면,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,36세,상해없음,승용,여,63세,중상
2021062600100532,2021년 6월 26일 20시,토요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,자전거,여,35세,중상
2021062700100185,2021년 6월 27일 12시,일요일,경상남도 밀양시 부북면,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,원동기,남,60세,부상신고,,,,
2021062900100509,2021년 6월 29일 18시,화요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,여,47세,중상
2021063000100317,2021년 6월 30일 14시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,61세,상해없음,승용,여,56세,경상
2021070100100427,2021년 7월 1일 17시,목요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,자전거,남,63세,중상
2021070100100428,2021년 7월 1일 17시,목요일,경상남도 밀양시 산외면,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,58세,상해없음,이륜,남,68세,경상
2021070100100480,2021년 7월 1일 18시,목요일,경상남도 밀양시 내이동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,흐림,교차로 - 교차로안,이륜,남,22세,경상,승용,여,49세,경상
2021070200100518,2021년 7월 2일 18시,금요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,82세,중상
2021070300100658,2021년 7월 3일 23시,토요일,경상남도 밀양시 삼문동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,기타불명,미분류,기타불명,승용,남,29세,부상신고
2021070500100167,2021년 7월 5일 10시,월요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,여,45세,중상
2021070600100536,2021년 7월 6일 21시,화요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,74세,상해없음,승용,여,30세,경상
2021070700100645,2021년 7월 7일 23시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,61세,상해없음,이륜,남,21세,경상
2021070800100216,2021년 7월 8일 11시,목요일,경상남도 밀양시 청도면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,60세,상해없음,보행자,남,73세,경상
2021070800100457,2021년 7월 8일 18시,목요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,30세,상해없음,자전거,남,52세,경상
2021070900100248,2021년 7월 9일 13시,금요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,64세,상해없음,이륜,남,24세,경상
2021070900100281,2021년 7월 9일 14시,금요일,경상남도 밀양시 산외면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,사륜오토바이(ATV),남,60세,상해없음,승용,남,66세,상해없음
2021071000100421,2021년 7월 10일 16시,토요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,72세,경상,,,,
2021071200100161,2021년 7월 12일 11시,월요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,72세,경상,승용,여,53세,경상
2021071200100203,2021년 7월 12일 12시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승합,여,38세,상해없음,승용,여,62세,경상
2021071200100238,2021년 7월 12일 13시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,68세,상해없음,승용,남,38세,경상
2021071200100514,2021년 7월 12일 20시,월요일,경상남도 밀양시 내일동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51세,상해없음,보행자,여,68세,중상
2021071300100214,2021년 7월 13일 11시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,보행자,남,23세,경상
2021071300100362,2021년 7월 13일 15시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,승합,여,46세,경상
2021071400100291,2021년 7월 14일 14시,수요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,이륜,남,24세,중상
2021071400100368,2021년 7월 14일 16시,수요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,2,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,35세,상해없음,보행자,여,67세,부상신고
2021071500100199,2021년 7월 15일 11시,목요일,경상남도 밀양시 내이동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,승합,남,54세,기타불명
2021071700100237,2021년 7월 17일 12시,토요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,70세,상해없음,보행자,여,30세,경상
2021071800100103,2021년 7월 18일 11시,일요일,경상남도 밀양시 상남면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,80세,중상,,,,
2021071800100170,2021년 7월 18일 13시,일요일,경상남도 밀양시 삼랑진읍,중상사고,0,2,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,79세,경상,승용,남,55세,중상
2021071900100136,2021년 7월 19일 09시,월요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,58세,상해없음,보행자,여,80세,중상
2021072000100040,2021년 7월 20일 06시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,보행자,남,81세,경상
